1.32695	1.32695	1.32680	1.32680	21.12.2021 23:58
1.32690	1.32700	1.32690	1.32700	21.12.2021 23:56
1.32690	1.32690	1.32685	1.32685	21.12.2021 23:55
1.32675	1.32685	1.32675	1.32685	21.12.2021 23:53
1.32670	1.32670	1.32670	1.32670	21.12.2021 23:52
1.32655	1.32665	1.32655	1.32665	21.12.2021 23:50
1.32650	1.32650	1.32650	1.32650	21.12.2021 23:47
1.32660	1.32660	1.32655	1.32655	21.12.2021 23:45
1.32665	1.32665	1.32665	1.32665	21.12.2021 23:43
1.32660	1.32660	1.32660	1.32660	21.12.2021 23:41
1.32665	1.32665	1.32665	1.32665	21.12.2021 23:40
1.32670	1.32670	1.32670	1.32670	21.12.2021 23:39
1.32670	1.32675	1.32670	1.32675	21.12.2021 23:38
1.32665	1.32665	1.32665	1.32665	21.12.2021 23:37
1.32660	1.32660	1.32660	1.32660	21.12.2021 23:36
1.32665	1.32665	1.32665	1.32665	21.12.2021 23:35
1.32665	1.32665	1.32660	1.32660	21.12.2021 23:34
1.32660	1.32660	1.32660	1.32660	21.12.2021 23:32
1.32655	1.32655	1.32655	1.32655	21.12.2021 23:30
1.32655	1.32660	1.32655	1.32660	21.12.2021 23:29
1.32660	1.32660	1.32660	1.32660	21.12.2021 23:27
1.32670	1.32670	1.32665	1.32665	21.12.2021 23:26
1.32650	1.32675	1.32650	1.32675	21.12.2021 23:25
1.32645	1.32645	1.32645	1.32645	21.12.2021 23:23
1.32650	1.32650	1.32650	1.32650	21.12.2021 23:22
1.32655	1.32655	1.32650	1.32655	21.12.2021 23:21
1.32665	1.32665	1.32660	1.32660	21.12.2021 23:20
1.32660	1.32660	1.32660	1.32660	21.12.2021 23:19
1.32650	1.32655	1.32650	1.32655	21.12.2021 23:17
1.32650	1.32650	1.32645	1.32645	21.12.2021 23:16
1.32645	1.32645	1.32645	1.32645	21.12.2021 23:15
1.32640	1.32640	1.32640	1.32640	21.12.2021 23:14
1.32645	1.32645	1.32645	1.32645	21.12.2021 23:11
1.32640	1.32640	1.32640	1.32640	21.12.2021 23:10
1.32635	1.32635	1.32635	1.32635	21.12.2021 23:09
1.32615	1.32640	1.32615	1.32640	21.12.2021 23:08
1.32605	1.32610	1.32605	1.32610	21.12.2021 23:07
1.32580	1.32605	1.32580	1.32600	21.12.2021 23:06
1.32580	1.32580	1.32575	1.32575	21.12.2021 23:05
1.32595	1.32595	1.32585	1.32585	21.12.2021 23:04
1.32625	1.32625	1.32600	1.32600	21.12.2021 23:03
1.32635	1.32635	1.32630	1.32630	21.12.2021 23:01
1.32635	1.32635	1.32630	1.32630	21.12.2021 23:00
1.32640	1.32645	1.32640	1.32640	21.12.2021 22:59
1.32640	1.32640	1.32635	1.32635	21.12.2021 22:58
1.32635	1.32645	1.32635	1.32645	21.12.2021 22:55
1.32655	1.32655	1.32640	1.32640	21.12.2021 22:54
1.32640	1.32640	1.32640	1.32640	21.12.2021 22:52
1.32640	1.32650	1.32640	1.32645	21.12.2021 22:51
1.32635	1.32635	1.32635	1.32635	21.12.2021 22:50
1.32640	1.32640	1.32640	1.32640	21.12.2021 22:49
1.32645	1.32645	1.32645	1.32645	21.12.2021 22:48
1.32650	1.32650	1.32650	1.32650	21.12.2021 22:47
1.32645	1.32645	1.32645	1.32645	21.12.2021 22:45
1.32650	1.32650	1.32650	1.32650	21.12.2021 22:43
1.32655	1.32655	1.32655	1.32655	21.12.2021 22:41
1.32650	1.32650	1.32650	1.32650	21.12.2021 22:40
1.32665	1.32665	1.32655	1.32655	21.12.2021 22:39
1.32660	1.32660	1.32660	1.32660	21.12.2021 22:38
1.32660	1.32660	1.32655	1.32655	21.12.2021 22:37
1.32650	1.32655	1.32650	1.32655	21.12.2021 22:36
1.32655	1.32655	1.32655	1.32655	21.12.2021 22:35
1.32655	1.32655	1.32655	1.32655	21.12.2021 22:34
1.32650	1.32650	1.32650	1.32650	21.12.2021 22:33
1.32630	1.32655	1.32630	1.32655	21.12.2021 22:31
1.32620	1.32625	1.32620	1.32625	21.12.2021 22:30
1.32630	1.32630	1.32625	1.32625	21.12.2021 22:29
1.32615	1.32625	1.32615	1.32625	21.12.2021 22:28
1.32610	1.32610	1.32610	1.32610	21.12.2021 22:26
1.32600	1.32605	1.32600	1.32605	21.12.2021 22:23
1.32595	1.32605	1.32595	1.32605	21.12.2021 22:21
1.32590	1.32590	1.32590	1.32590	21.12.2021 22:20
1.32580	1.32585	1.32580	1.32585	21.12.2021 22:15
1.32585	1.32585	1.32585	1.32585	21.12.2021 22:12
1.32580	1.32580	1.32580	1.32580	21.12.2021 22:11
1.32585	1.32585	1.32580	1.32585	21.12.2021 22:10
1.32570	1.32580	1.32570	1.32580	21.12.2021 22:09
1.32565	1.32565	1.32565	1.32565	21.12.2021 22:06
1.32565	1.32565	1.32560	1.32560	21.12.2021 22:05
1.32570	1.32570	1.32570	1.32570	21.12.2021 22:04
1.32580	1.32580	1.32575	1.32575	21.12.2021 22:03
1.32570	1.32585	1.32570	1.32585	21.12.2021 22:02
1.32570	1.32575	1.32570	1.32575	21.12.2021 22:01
1.32560	1.32565	1.32560	1.32565	21.12.2021 22:00
1.32550	1.32565	1.32550	1.32565	21.12.2021 21:58
1.32545	1.32545	1.32540	1.32545	21.12.2021 21:57
1.32555	1.32555	1.32550	1.32550	21.12.2021 21:56
1.32540	1.32550	1.32540	1.32550	21.12.2021 21:55
1.32535	1.32535	1.32535	1.32535	21.12.2021 21:52
1.32540	1.32545	1.32540	1.32540	21.12.2021 21:51
1.32540	1.32540	1.32535	1.32535	21.12.2021 21:45
1.32555	1.32555	1.32545	1.32545	21.12.2021 21:44
1.32560	1.32560	1.32560	1.32560	21.12.2021 21:43
1.32560	1.32565	1.32560	1.32565	21.12.2021 21:42
1.32545	1.32555	1.32545	1.32555	21.12.2021 21:40
1.32540	1.32540	1.32540	1.32540	21.12.2021 21:38
1.32540	1.32545	1.32540	1.32545	21.12.2021 21:37
1.32530	1.32535	1.32530	1.32535	21.12.2021 21:36
1.32525	1.32525	1.32520	1.32525	21.12.2021 21:32
1.32520	1.32520	1.32520	1.32520	21.12.2021 21:30
1.32510	1.32515	1.32510	1.32515	21.12.2021 21:29
1.32505	1.32505	1.32500	1.32505	21.12.2021 21:27
1.32500	1.32500	1.32500	1.32500	21.12.2021 21:26
1.32505	1.32505	1.32500	1.32505	21.12.2021 21:25
1.32515	1.32515	1.32500	1.32500	21.12.2021 21:24
1.32510	1.32515	1.32500	1.32510	21.12.2021 21:23
1.32510	1.32515	1.32510	1.32515	21.12.2021 21:21
1.32485	1.32515	1.32485	1.32515	21.12.2021 21:20
1.32495	1.32495	1.32480	1.32485	21.12.2021 21:19
1.32500	1.32500	1.32500	1.32500	21.12.2021 21:18
1.32505	1.32505	1.32505	1.32505	21.12.2021 21:17
1.32500	1.32505	1.32500	1.32500	21.12.2021 21:16
1.32515	1.32515	1.32510	1.32510	21.12.2021 21:15
1.32525	1.32525	1.32520	1.32520	21.12.2021 21:14
1.32525	1.32525	1.32520	1.32520	21.12.2021 21:13
1.32520	1.32525	1.32520	1.32520	21.12.2021 21:12
1.32510	1.32515	1.32510	1.32515	21.12.2021 21:11
1.32500	1.32505	1.32500	1.32505	21.12.2021 21:10
1.32500	1.32505	1.32500	1.32505	21.12.2021 21:09
1.32470	1.32505	1.32470	1.32505	21.12.2021 21:08
1.32470	1.32470	1.32465	1.32465	21.12.2021 21:07
1.32470	1.32470	1.32460	1.32465	21.12.2021 21:06
1.32470	1.32475	1.32465	1.32465	21.12.2021 21:03
1.32475	1.32505	1.32465	1.32465	21.12.2021 21:02
1.32480	1.32480	1.32475	1.32480	21.12.2021 21:00
1.32495	1.32495	1.32490	1.32490	21.12.2021 20:59
1.32495	1.32495	1.32490	1.32490	21.12.2021 20:58
1.32490	1.32505	1.32490	1.32500	21.12.2021 20:57
1.32480	1.32485	1.32480	1.32485	21.12.2021 20:54
1.32470	1.32485	1.32470	1.32485	21.12.2021 20:53
1.32470	1.32470	1.32465	1.32465	21.12.2021 20:52
